Date;Time;<Дятьковская> СВ 110 кВ Ia;<Дятьковская> СР-1 110;
28.01.2022;15:30:00.000;155.892;1.0;
28.01.2022;16:00:00.000;156.726;1.0;
28.01.2022;16:30:00.000;154.362;1.0;
28.01.2022;17:00:00.000;153.955;1.0;
28.01.2022;17:30:00.000;155.338;1.0;
28.01.2022;18:00:00.000;161.438;1.0;
28.01.2022;18:30:00.000;158.087;1.0;
28.01.2022;19:00:00.000;156.292;1.0;
28.01.2022;19:30:00.000;154.934;1.0;
28.01.2022;20:00:00.000;161.064;1.0;
28.01.2022;20:30:00.000;158.386;1.0;
28.01.2022;21:00:00.000;155.464;1.0;
28.01.2022;21:30:00.000;143.985;1.0;
28.01.2022;22:00:00.000;142.262;1.0;
28.01.2022;22:30:00.000;125.377;1.0;
28.01.2022;23:00:00.000;128.101;1.0;
28.01.2022;23:30:00.000;115.751;1.0;
29.01.2022;00:00:00.000;117.602;1.0;
29.01.2022;00:30:00.000;117.770;1.0;
29.01.2022;01:00:00.000;118.780;1.0;
29.01.2022;01:30:00.000;118.100;1.0;
29.01.2022;02:00:00.000;108.698;1.0;
29.01.2022;02:30:00.000;128.923;1.0;
29.01.2022;03:00:00.000;126.289;1.0;
29.01.2022;03:30:00.000;144.074;1.0;
29.01.2022;04:00:00.000;143.351;1.0;
29.01.2022;04:30:00.000;145.887;1.0;
29.01.2022;05:00:00.000;143.122;1.0;
29.01.2022;05:30:00.000;155.998;1.0;
29.01.2022;06:00:00.000;160.676;1.0;
29.01.2022;06:30:00.000;164.505;1.0;
29.01.2022;07:00:00.000;160.979;1.0;
29.01.2022;07:30:00.000;163.561;1.0;
29.01.2022;08:00:00.000;168.403;1.0;
29.01.2022;08:30:00.000;159.143;1.0;
29.01.2022;09:00:00.000;150.619;1.0;
29.01.2022;09:30:00.000;151.564;1.0;
29.01.2022;10:00:00.000;156.660;1.0;
29.01.2022;10:30:00.000;151.990;1.0;
29.01.2022;11:00:00.000;159.104;1.0;
29.01.2022;11:30:00.000;150.077;1.0;
29.01.2022;12:00:00.000;155.518;1.0;
29.01.2022;12:30:00.000;163.184;1.0;
29.01.2022;13:00:00.000;160.878;1.0;
29.01.2022;13:30:00.000;158.758;1.0;
29.01.2022;14:00:00.000;161.210;1.0;
29.01.2022;14:30:00.000;156.989;1.0;
29.01.2022;15:00:00.000;158.584;1.0;
29.01.2022;15:30:00.000;161.959;1.0;
29.01.2022;16:00:00.000;162.400;1.0;
29.01.2022;16:30:00.000;158.101;1.0;
29.01.2022;17:00:00.000;163.148;1.0;
29.01.2022;17:30:00.000;164.632;1.0;
29.01.2022;18:00:00.000;163.356;1.0;
29.01.2022;18:30:00.000;165.166;1.0;
29.01.2022;19:00:00.000;161.241;1.0;
29.01.2022;19:30:00.000;160.641;1.0;
29.01.2022;20:00:00.000;156.222;1.0;
29.01.2022;20:30:00.000;158.972;1.0;
29.01.2022;21:00:00.000;155.184;1.0;
29.01.2022;21:30:00.000;143.603;1.0;
29.01.2022;22:00:00.000;144.078;1.0;
29.01.2022;22:30:00.000;131.203;1.0;
29.01.2022;23:00:00.000;127.382;1.0;
29.01.2022;23:30:00.000;119.172;1.0;
30.01.2022;00:00:00.000;124.591;1.0;
30.01.2022;00:30:00.000;113.867;1.0;
30.01.2022;01:00:00.000;122.806;1.0;
30.01.2022;01:30:00.000;120.608;1.0;
30.01.2022;02:00:00.000;118.021;1.0;
30.01.2022;02:30:00.000;126.761;1.0;
30.01.2022;03:00:00.000;135.310;1.0;
30.01.2022;03:30:00.000;138.623;1.0;
30.01.2022;04:00:00.000;151.736;1.0;
30.01.2022;04:30:00.000;154.195;1.0;
30.01.2022;05:00:00.000;153.228;1.0;
30.01.2022;05:30:00.000;154.182;1.0;
30.01.2022;06:00:00.000;158.528;1.0;
30.01.2022;06:30:00.000;161.219;1.0;
30.01.2022;07:00:00.000;157.386;1.0;
30.01.2022;07:30:00.000;155.527;1.0;
30.01.2022;08:00:00.000;171.784;1.0;
30.01.2022;08:30:00.000;162.372;1.0;
30.01.2022;09:00:00.000;162.136;1.0;
30.01.2022;09:30:00.000;161.825;1.0;
30.01.2022;10:00:00.000;155.662;1.0;
30.01.2022;10:30:00.000;164.048;1.0;
30.01.2022;11:00:00.000;175.293;1.0;
30.01.2022;11:30:00.000;175.064;1.0;
30.01.2022;12:00:00.000;168.205;1.0;
30.01.2022;12:30:00.000;171.138;1.0;
30.01.2022;13:00:00.000;167.861;1.0;
30.01.2022;13:30:00.000;168.612;1.0;
30.01.2022;14:00:00.000;167.770;1.0;
30.01.2022;14:30:00.000;170.446;1.0;
30.01.2022;15:00:00.000;167.563;1.0;
30.01.2022;15:30:00.000;169.171;1.0;
30.01.2022;16:00:00.000;164.499;1.0;
30.01.2022;16:30:00.000;167.556;1.0;
30.01.2022;17:00:00.000;164.736;1.0;
30.01.2022;17:30:00.000;166.414;1.0;
30.01.2022;18:00:00.000;170.885;1.0;
30.01.2022;18:30:00.000;174.944;1.0;
30.01.2022;19:00:00.000;165.560;1.0;
30.01.2022;19:30:00.000;168.396;1.0;
30.01.2022;20:00:00.000;171.436;1.0;
30.01.2022;20:30:00.000;167.938;1.0;
30.01.2022;21:00:00.000;157.319;1.0;
30.01.2022;21:30:00.000;147.869;1.0;
30.01.2022;22:00:00.000;144.602;1.0;
30.01.2022;22:30:00.000;131.745;1.0;
30.01.2022;23:00:00.000;130.924;1.0;
30.01.2022;23:30:00.000;124.996;1.0;
31.01.2022;00:00:00.000;118.557;1.0;
31.01.2022;00:30:00.000;119.605;1.0;
31.01.2022;01:00:00.000;117.613;1.0;
31.01.2022;01:30:00.000;117.859;1.0;
31.01.2022;02:00:00.000;122.495;1.0;
31.01.2022;02:30:00.000;135.370;1.0;
31.01.2022;03:00:00.000;133.508;1.0;
31.01.2022;03:30:00.000;148.979;1.0;
31.01.2022;04:00:00.000;153.525;1.0;
31.01.2022;04:30:00.000;156.152;1.0;
31.01.2022;05:00:00.000;152.616;1.0;
31.01.2022;05:30:00.000;154.301;1.0;
31.01.2022;06:00:00.000;163.268;1.0;
31.01.2022;06:30:00.000;163.285;1.0;
31.01.2022;07:00:00.000;159.533;1.0;
31.01.2022;07:30:00.000;161.977;1.0;
31.01.2022;08:00:00.000;161.790;1.0;
31.01.2022;08:30:00.000;152.620;1.0;
31.01.2022;09:00:00.000;158.859;1.0;
31.01.2022;09:30:00.000;156.019;1.0;
31.01.2022;10:00:00.000;159.126;1.0;
31.01.2022;10:30:00.000;154.320;1.0;
31.01.2022;11:00:00.000;157.367;1.0;
31.01.2022;11:30:00.000;158.162;1.0;
31.01.2022;12:00:00.000;155.045;1.0;
31.01.2022;12:30:00.000;153.564;1.0;
31.01.2022;13:00:00.000;153.336;1.0;
31.01.2022;13:30:00.000;150.583;1.0;
31.01.2022;14:00:00.000;152.374;1.0;
31.01.2022;14:30:00.000;152.706;1.0;
31.01.2022;15:00:00.000;147.074;1.0;
31.01.2022;15:30:00.000;150.681;1.0;
31.01.2022;16:00:00.000;152.587;1.0;
31.01.2022;16:30:00.000;147.271;1.0;
31.01.2022;17:00:00.000;150.851;1.0;
31.01.2022;17:30:00.000;151.550;1.0;
31.01.2022;18:00:00.000;152.925;1.0;
31.01.2022;18:30:00.000;153.233;1.0;
31.01.2022;19:00:00.000;158.533;1.0;
31.01.2022;19:30:00.000;153.479;1.0;
31.01.2022;20:00:00.000;159.281;1.0;
31.01.2022;20:30:00.000;154.126;1.0;
31.01.2022;21:00:00.000;145.634;1.0;
31.01.2022;21:30:00.000;136.902;1.0;
31.01.2022;22:00:00.000;129.436;1.0;
31.01.2022;22:30:00.000;118.342;1.0;
31.01.2022;23:00:00.000;114.160;1.0;
31.01.2022;23:30:00.000;103.849;1.0;
01.02.2022;00:00:00.000;101.136;1.0;
01.02.2022;00:30:00.000;97.594;1.0;
01.02.2022;01:00:00.000;106.046;1.0;
01.02.2022;01:30:00.000;94.882;1.0;
01.02.2022;02:00:00.000;94.644;1.0;
01.02.2022;02:30:00.000;111.584;1.0;
01.02.2022;03:00:00.000;114.080;1.0;
01.02.2022;03:30:00.000;126.837;1.0;
01.02.2022;04:00:00.000;131.212;1.0;
01.02.2022;04:30:00.000;131.303;1.0;
01.02.2022;05:00:00.000;135.982;1.0;
01.02.2022;05:30:00.000;145.024;1.0;
01.02.2022;06:00:00.000;143.486;1.0;
01.02.2022;06:30:00.000;150.755;1.0;
01.02.2022;07:00:00.000;145.694;1.0;
01.02.2022;07:30:00.000;148.883;1.0;
01.02.2022;08:00:00.000;151.141;1.0;
01.02.2022;08:30:00.000;156.593;1.0;
01.02.2022;09:00:00.000;152.279;1.0;
01.02.2022;09:30:00.000;156.729;1.0;
01.02.2022;10:00:00.000;159.245;1.0;
01.02.2022;10:30:00.000;158.274;1.0;
01.02.2022;11:00:00.000;164.122;1.0;
01.02.2022;11:30:00.000;149.249;1.0;
01.02.2022;12:00:00.000;157.237;1.0;
01.02.2022;12:30:00.000;158.840;1.0;
01.02.2022;13:00:00.000;158.505;1.0;
01.02.2022;13:30:00.000;156.558;1.0;
01.02.2022;14:00:00.000;152.855;1.0;
01.02.2022;14:30:00.000;158.725;1.0;
01.02.2022;15:00:00.000;160.986;1.0;
01.02.2022;15:30:00.000;149.523;1.0;
01.02.2022;16:00:00.000;149.856;1.0;
01.02.2022;16:30:00.000;152.587;1.0;
01.02.2022;17:00:00.000;156.946;1.0;
01.02.2022;17:30:00.000;151.869;1.0;
01.02.2022;18:00:00.000;149.647;1.0;
01.02.2022;18:30:00.000;152.974;1.0;
01.02.2022;19:00:00.000;156.600;1.0;
01.02.2022;19:30:00.000;156.747;1.0;
01.02.2022;20:00:00.000;155.377;1.0;
01.02.2022;20:30:00.000;147.545;1.0;
01.02.2022;21:00:00.000;141.387;1.0;
01.02.2022;21:30:00.000;129.564;1.0;
01.02.2022;22:00:00.000;132.012;1.0;
01.02.2022;22:30:00.000;122.871;1.0;
01.02.2022;23:00:00.000;120.027;1.0;
01.02.2022;23:30:00.000;109.129;1.0;
02.02.2022;00:00:00.000;109.698;1.0;
02.02.2022;00:30:00.000;106.170;1.0;
02.02.2022;01:00:00.000;108.580;1.0;
02.02.2022;01:30:00.000;104.546;1.0;
02.02.2022;02:00:00.000;104.662;1.0;
02.02.2022;02:30:00.000;110.547;1.0;
02.02.2022;03:00:00.000;117.205;1.0;
02.02.2022;03:30:00.000;129.518;1.0;
02.02.2022;04:00:00.000;136.553;1.0;
02.02.2022;04:30:00.000;133.116;1.0;
02.02.2022;05:00:00.000;129.091;1.0;
02.02.2022;05:30:00.000;139.907;1.0;
02.02.2022;06:00:00.000;146.103;1.0;
02.02.2022;06:30:00.000;141.349;1.0;
02.02.2022;07:00:00.000;146.931;1.0;
02.02.2022;07:30:00.000;153.785;1.0;
02.02.2022;08:00:00.000;154.791;1.0;
02.02.2022;08:30:00.000;153.832;1.0;
02.02.2022;09:00:00.000;158.920;1.0;
02.02.2022;09:30:00.000;160.835;1.0;
02.02.2022;10:00:00.000;162.034;1.0;
02.02.2022;10:30:00.000;164.833;1.0;
02.02.2022;11:00:00.000;162.422;1.0;
02.02.2022;11:30:00.000;165.975;1.0;
02.02.2022;12:00:00.000;168.611;1.0;
02.02.2022;12:30:00.000;157.963;1.0;
02.02.2022;13:00:00.000;162.729;1.0;
02.02.2022;13:30:00.000;160.070;1.0;
02.02.2022;14:00:00.000;155.597;1.0;
02.02.2022;14:30:00.000;163.580;1.0;
02.02.2022;15:00:00.000;159.520;1.0;
02.02.2022;15:30:00.000;162.076;1.0;
02.02.2022;16:00:00.000;161.760;1.0;
02.02.2022;16:30:00.000;162.458;1.0;
02.02.2022;17:00:00.000;161.047;1.0;
02.02.2022;17:30:00.000;163.320;1.0;
02.02.2022;18:00:00.000;162.069;1.0;
02.02.2022;18:30:00.000;163.669;1.0;
02.02.2022;19:00:00.000;167.078;1.0;
02.02.2022;19:30:00.000;165.385;1.0;
02.02.2022;20:00:00.000;170.056;1.0;
02.02.2022;20:30:00.000;162.689;1.0;
02.02.2022;21:00:00.000;152.077;1.0;
02.02.2022;21:30:00.000;147.325;1.0;
02.02.2022;22:00:00.000;141.015;1.0;
02.02.2022;22:30:00.000;127.180;1.0;
02.02.2022;23:00:00.000;121.675;1.0;
02.02.2022;23:30:00.000;111.111;1.0;
03.02.2022;00:00:00.000;118.046;1.0;
03.02.2022;00:30:00.000;114.882;1.0;
03.02.2022;01:00:00.000;119.498;1.0;
03.02.2022;01:30:00.000;113.009;1.0;
03.02.2022;02:00:00.000;109.202;1.0;
03.02.2022;02:30:00.000;123.303;1.0;
03.02.2022;03:00:00.000;126.513;1.0;
03.02.2022;03:30:00.000;135.195;1.0;
03.02.2022;04:00:00.000;145.439;1.0;
03.02.2022;04:30:00.000;143.790;1.0;
03.02.2022;05:00:00.000;145.822;1.0;
03.02.2022;05:30:00.000;149.344;1.0;
03.02.2022;06:00:00.000;156.673;1.0;
03.02.2022;06:30:00.000;161.354;1.0;
03.02.2022;07:00:00.000;164.978;1.0;
03.02.2022;07:30:00.000;160.192;1.0;
03.02.2022;08:00:00.000;162.440;1.0;
03.02.2022;08:30:00.000;164.059;1.0;
03.02.2022;09:00:00.000;142.798;1.0;
03.02.2022;09:30:00.000;146.764;1.0;
03.02.2022;10:00:00.000;136.181;1.0;
03.02.2022;10:30:00.000;146.118;1.0;
03.02.2022;11:00:00.000;147.643;1.0;
03.02.2022;11:30:00.000;145.419;1.0;
03.02.2022;12:00:00.000;157.533;1.0;
03.02.2022;12:30:00.000;151.322;1.0;
03.02.2022;13:00:00.000;145.318;1.0;
03.02.2022;13:30:00.000;161.383;1.0;
03.02.2022;14:00:00.000;163.505;1.0;
03.02.2022;14:30:00.000;161.344;1.0;
03.02.2022;15:00:00.000;161.782;1.0;
03.02.2022;15:30:00.000;164.503;1.0;
03.02.2022;16:00:00.000;163.108;1.0;
03.02.2022;16:30:00.000;165.145;1.0;
03.02.2022;17:00:00.000;164.766;1.0;
03.02.2022;17:30:00.000;164.870;1.0;
03.02.2022;18:00:00.000;166.516;1.0;
03.02.2022;18:30:00.000;164.158;1.0;
03.02.2022;19:00:00.000;163.383;1.0;
03.02.2022;19:30:00.000;163.491;1.0;
03.02.2022;20:00:00.000;163.749;1.0;
03.02.2022;20:30:00.000;155.960;1.0;
03.02.2022;21:00:00.000;141.563;1.0;
03.02.2022;21:30:00.000;142.534;1.0;
03.02.2022;22:00:00.000;129.894;1.0;
03.02.2022;22:30:00.000;124.974;1.0;
03.02.2022;23:00:00.000;123.450;1.0;
03.02.2022;23:30:00.000;110.122;1.0;
04.02.2022;00:00:00.000;111.202;1.0;
04.02.2022;00:30:00.000;105.978;1.0;
04.02.2022;01:00:00.000;115.942;1.0;
04.02.2022;01:30:00.000;108.685;1.0;
04.02.2022;02:00:00.000;110.671;1.0;
04.02.2022;02:30:00.000;119.514;1.0;
04.02.2022;03:00:00.000;118.268;1.0;
04.02.2022;03:30:00.000;128.012;1.0;
04.02.2022;04:00:00.000;141.895;1.0;
04.02.2022;04:30:00.000;141.895;1.0;
04.02.2022;05:00:00.000;139.350;1.0;
04.02.2022;05:30:00.000;146.971;1.0;
04.02.2022;06:00:00.000;160.219;1.0;
04.02.2022;06:30:00.000;156.896;1.0;
04.02.2022;07:00:00.000;156.026;1.0;
04.02.2022;07:30:00.000;161.424;1.0;
04.02.2022;08:00:00.000;157.345;1.0;
04.02.2022;08:30:00.000;168.338;1.0;
04.02.2022;09:00:00.000;166.223;1.0;
04.02.2022;09:30:00.000;171.859;1.0;
04.02.2022;10:00:00.000;163.404;1.0;
04.02.2022;10:30:00.000;166.390;1.0;
04.02.2022;11:00:00.000;163.306;1.0;
04.02.2022;11:30:00.000;153.196;1.0;
04.02.2022;12:00:00.000;154.901;1.0;
04.02.2022;12:30:00.000;153.740;1.0;
04.02.2022;13:00:00.000;151.074;1.0;
04.02.2022;13:30:00.000;149.813;1.0;
04.02.2022;14:00:00.000;149.562;1.0;
04.02.2022;14:30:00.000;156.604;1.0;
04.02.2022;15:00:00.000;154.712;1.0;
04.02.2022;15:30:00.000;161.028;1.0;
04.02.2022;16:00:00.000;154.103;1.0;
04.02.2022;16:30:00.000;158.411;1.0;
04.02.2022;17:00:00.000;159.406;1.0;
04.02.2022;17:30:00.000;161.991;1.0;
04.02.2022;18:00:00.000;164.612;1.0;
04.02.2022;18:30:00.000;153.314;1.0;
04.02.2022;19:00:00.000;160.587;1.0;
04.02.2022;19:30:00.000;163.847;1.0;
04.02.2022;20:00:00.000;157.284;1.0;
04.02.2022;20:30:00.000;162.113;1.0;
04.02.2022;21:00:00.000;142.892;1.0;
04.02.2022;21:30:00.000;133.923;1.0;
04.02.2022;22:00:00.000;130.739;1.0;
04.02.2022;22:30:00.000;119.497;1.0;
04.02.2022;23:00:00.000;111.057;1.0;
04.02.2022;23:30:00.000;111.324;1.0;
05.02.2022;00:00:00.000;102.835;1.0;
05.02.2022;00:30:00.000;102.533;1.0;
05.02.2022;01:00:00.000;109.435;1.0;
05.02.2022;01:30:00.000;106.766;1.0;
05.02.2022;02:00:00.000;103.037;1.0;
05.02.2022;02:30:00.000;118.884;1.0;
05.02.2022;03:00:00.000;126.737;1.0;
05.02.2022;03:30:00.000;129.890;1.0;
05.02.2022;04:00:00.000;142.957;1.0;
05.02.2022;04:30:00.000;141.313;1.0;
05.02.2022;05:00:00.000;139.504;1.0;
05.02.2022;05:30:00.000;153.640;1.0;
05.02.2022;06:00:00.000;160.079;1.0;
05.02.2022;06:30:00.000;155.264;1.0;
05.02.2022;07:00:00.000;155.958;1.0;
05.02.2022;07:30:00.000;151.425;1.0;
05.02.2022;08:00:00.000;148.627;1.0;
05.02.2022;08:30:00.000;150.878;1.0;
05.02.2022;09:00:00.000;150.330;1.0;
05.02.2022;09:30:00.000;152.524;1.0;
05.02.2022;10:00:00.000;145.189;1.0;
05.02.2022;10:30:00.000;144.366;1.0;
05.02.2022;11:00:00.000;135.151;1.0;
05.02.2022;11:30:00.000;133.124;1.0;
05.02.2022;12:00:00.000;125.187;1.0;
05.02.2022;12:30:00.000;128.038;1.0;
05.02.2022;13:00:00.000;118.124;1.0;
05.02.2022;13:30:00.000;119.645;1.0;
05.02.2022;14:00:00.000;115.853;1.0;
05.02.2022;14:30:00.000;123.545;1.0;
05.02.2022;15:00:00.000;131.218;1.0;
05.02.2022;15:30:00.000;143.190;1.0;
05.02.2022;16:00:00.000;150.657;1.0;
05.02.2022;16:30:00.000;143.836;1.0;
05.02.2022;17:00:00.000;152.468;1.0;
05.02.2022;17:30:00.000;147.945;1.0;
05.02.2022;18:00:00.000;152.155;1.0;
05.02.2022;18:30:00.000;148.736;1.0;
05.02.2022;19:00:00.000;144.449;1.0;
05.02.2022;19:30:00.000;153.660;1.0;
05.02.2022;20:00:00.000;150.570;1.0;
05.02.2022;20:30:00.000;150.635;1.0;
05.02.2022;21:00:00.000;146.198;1.0;
05.02.2022;21:30:00.000;132.295;1.0;
05.02.2022;22:00:00.000;131.743;1.0;
05.02.2022;22:30:00.000;116.239;1.0;
05.02.2022;23:00:00.000;120.056;1.0;
05.02.2022;23:30:00.000;109.570;1.0;
06.02.2022;00:00:00.000;103.081;1.0;
06.02.2022;00:30:00.000;103.435;1.0;
06.02.2022;01:00:00.000;110.113;1.0;
06.02.2022;01:30:00.000;108.476;1.0;
06.02.2022;02:00:00.000;109.377;1.0;
06.02.2022;02:30:00.000;118.445;1.0;
06.02.2022;03:00:00.000;121.591;1.0;
06.02.2022;03:30:00.000;134.147;1.0;
06.02.2022;04:00:00.000;147.411;1.0;
06.02.2022;04:30:00.000;145.363;1.0;
06.02.2022;05:00:00.000;149.259;1.0;
06.02.2022;05:30:00.000;155.878;1.0;
06.02.2022;06:00:00.000;160.463;1.0;
06.02.2022;06:30:00.000;167.221;1.0;
06.02.2022;07:00:00.000;161.402;1.0;
06.02.2022;07:30:00.000;160.155;1.0;
06.02.2022;08:00:00.000;168.762;1.0;
06.02.2022;08:30:00.000;159.598;1.0;
06.02.2022;09:00:00.000;153.463;1.0;
06.02.2022;09:30:00.000;156.070;1.0;
06.02.2022;10:00:00.000;160.358;1.0;
06.02.2022;10:30:00.000;161.321;1.0;
06.02.2022;11:00:00.000;161.160;1.0;
06.02.2022;11:30:00.000;162.137;1.0;
06.02.2022;12:00:00.000;158.824;1.0;
06.02.2022;12:30:00.000;157.407;1.0;
06.02.2022;13:00:00.000;155.718;1.0;
06.02.2022;13:30:00.000;158.092;1.0;
06.02.2022;14:00:00.000;158.657;1.0;
06.02.2022;14:30:00.000;160.945;1.0;
06.02.2022;15:00:00.000;153.338;1.0;
06.02.2022;15:30:00.000;156.092;1.0;
06.02.2022;16:00:00.000;156.995;1.0;
06.02.2022;16:30:00.000;154.586;1.0;
06.02.2022;17:00:00.000;148.223;1.0;
06.02.2022;17:30:00.000;155.832;1.0;
06.02.2022;18:00:00.000;157.528;1.0;
06.02.2022;18:30:00.000;155.745;1.0;
06.02.2022;19:00:00.000;153.621;1.0;
06.02.2022;19:30:00.000;152.627;1.0;
06.02.2022;20:00:00.000;150.561;1.0;
06.02.2022;20:30:00.000;154.591;1.0;
06.02.2022;21:00:00.000;144.536;1.0;
06.02.2022;21:30:00.000;129.638;1.0;
06.02.2022;22:00:00.000;132.918;1.0;
06.02.2022;22:30:00.000;120.735;1.0;
06.02.2022;23:00:00.000;125.449;1.0;
06.02.2022;23:30:00.000;106.718;1.0;
07.02.2022;00:00:00.000;105.620;1.0;
07.02.2022;00:30:00.000;106.853;1.0;
07.02.2022;01:00:00.000;111.282;1.0;
07.02.2022;01:30:00.000;109.335;1.0;
07.02.2022;02:00:00.000;98.571;1.0;
07.02.2022;02:30:00.000;114.092;1.0;
07.02.2022;03:00:00.000;121.391;1.0;
07.02.2022;03:30:00.000;126.545;1.0;
07.02.2022;04:00:00.000;140.849;1.0;
07.02.2022;04:30:00.000;137.212;1.0;
07.02.2022;05:00:00.000;142.959;1.0;
07.02.2022;05:30:00.000;145.843;1.0;
07.02.2022;06:00:00.000;159.508;1.0;
07.02.2022;06:30:00.000;150.673;1.0;
07.02.2022;07:00:00.000;155.694;1.0;
07.02.2022;07:30:00.000;160.475;1.0;
07.02.2022;08:00:00.000;156.385;1.0;
07.02.2022;08:30:00.000;154.256;1.0;
07.02.2022;09:00:00.000;161.328;1.0;
07.02.2022;09:30:00.000;160.649;1.0;
07.02.2022;10:00:00.000;150.611;1.0;
07.02.2022;10:30:00.000;164.345;1.0;
07.02.2022;11:00:00.000;160.694;1.0;
07.02.2022;11:30:00.000;162.565;1.0;
07.02.2022;12:00:00.000;155.219;1.0;
07.02.2022;12:30:00.000;155.912;1.0;
07.02.2022;13:00:00.000;153.521;1.0;
07.02.2022;13:30:00.000;153.447;1.0;
07.02.2022;14:00:00.000;158.050;1.0;
07.02.2022;14:30:00.000;159.180;1.0;
07.02.2022;15:00:00.000;161.808;1.0;
07.02.2022;15:30:00.000;161.826;1.0;
07.02.2022;16:00:00.000;158.423;1.0;
07.02.2022;16:30:00.000;155.503;1.0;
07.02.2022;17:00:00.000;155.087;1.0;
07.02.2022;17:30:00.000;157.604;1.0;
07.02.2022;18:00:00.000;150.642;1.0;
07.02.2022;18:30:00.000;160.792;1.0;
07.02.2022;19:00:00.000;162.936;1.0;
07.02.2022;19:30:00.000;166.132;1.0;
07.02.2022;20:00:00.000;165.572;1.0;
07.02.2022;20:30:00.000;160.130;1.0;
07.02.2022;21:00:00.000;150.018;1.0;
07.02.2022;21:30:00.000;138.770;1.0;
07.02.2022;22:00:00.000;131.934;1.0;
07.02.2022;22:30:00.000;121.746;1.0;
07.02.2022;23:00:00.000;125.226;1.0;
07.02.2022;23:30:00.000;111.978;1.0;
08.02.2022;00:00:00.000;115.255;1.0;
08.02.2022;00:30:00.000;113.380;1.0;
08.02.2022;01:00:00.000;104.797;1.0;
08.02.2022;01:30:00.000;104.894;1.0;
08.02.2022;02:00:00.000;109.842;1.0;
08.02.2022;02:30:00.000;120.372;1.0;
08.02.2022;03:00:00.000;118.847;1.0;
08.02.2022;03:30:00.000;129.274;1.0;
08.02.2022;04:00:00.000;143.018;1.0;
08.02.2022;04:30:00.000;141.211;1.0;
08.02.2022;05:00:00.000;139.085;1.0;
08.02.2022;05:30:00.000;153.400;1.0;
08.02.2022;06:00:00.000;153.048;1.0;
08.02.2022;06:30:00.000;160.989;1.0;
08.02.2022;07:00:00.000;153.859;1.0;
08.02.2022;07:30:00.000;155.342;1.0;
08.02.2022;08:00:00.000;158.372;1.0;
08.02.2022;08:30:00.000;149.865;1.0;
08.02.2022;09:00:00.000;152.989;1.0;
08.02.2022;09:30:00.000;157.185;1.0;
08.02.2022;10:00:00.000;151.902;1.0;
08.02.2022;10:30:00.000;156.407;1.0;
08.02.2022;11:00:00.000;152.867;1.0;
08.02.2022;11:30:00.000;161.065;1.0;
08.02.2022;12:00:00.000;160.894;1.0;
08.02.2022;12:30:00.000;162.338;1.0;
08.02.2022;13:00:00.000;151.887;1.0;
08.02.2022;13:30:00.000;161.438;1.0;
08.02.2022;14:00:00.000;156.428;1.0;
08.02.2022;14:30:00.000;155.772;1.0;
08.02.2022;15:00:00.000;153.169;1.0;
08.02.2022;15:30:00.000;152.127;1.0;
08.02.2022;16:00:00.000;156.481;1.0;
08.02.2022;16:30:00.000;152.512;1.0;
08.02.2022;17:00:00.000;146.368;1.0;
08.02.2022;17:30:00.000;157.842;1.0;
08.02.2022;18:00:00.000;156.689;1.0;
08.02.2022;18:30:00.000;159.929;1.0;
08.02.2022;19:00:00.000;149.816;1.0;
08.02.2022;19:30:00.000;160.066;1.0;
08.02.2022;20:00:00.000;159.715;1.0;
08.02.2022;20:30:00.000;153.634;1.0;
08.02.2022;21:00:00.000;146.499;1.0;
08.02.2022;21:30:00.000;132.453;1.0;
08.02.2022;22:00:00.000;132.568;1.0;
08.02.2022;22:30:00.000;123.819;1.0;
08.02.2022;23:00:00.000;117.496;1.0;
08.02.2022;23:30:00.000;111.087;1.0;
09.02.2022;00:00:00.000;104.252;1.0;
09.02.2022;00:30:00.000;112.793;1.0;
09.02.2022;01:00:00.000;107.950;1.0;
09.02.2022;01:30:00.000;103.955;1.0;
09.02.2022;02:00:00.000;104.176;1.0;
09.02.2022;02:30:00.000;118.483;1.0;
09.02.2022;03:00:00.000;124.260;1.0;
09.02.2022;03:30:00.000;127.662;1.0;
09.02.2022;04:00:00.000;136.904;1.0;
09.02.2022;04:30:00.000;133.649;1.0;
09.02.2022;05:00:00.000;130.607;1.0;
09.02.2022;05:30:00.000;141.210;1.0;
09.02.2022;06:00:00.000;146.301;1.0;
09.02.2022;06:30:00.000;152.344;1.0;
09.02.2022;07:00:00.000;145.363;1.0;
09.02.2022;07:30:00.000;143.536;1.0;
09.02.2022;08:00:00.000;144.313;1.0;
09.02.2022;08:30:00.000;142.524;1.0;
09.02.2022;09:00:00.000;140.650;1.0;
09.02.2022;09:30:00.000;150.283;1.0;
09.02.2022;10:00:00.000;149.053;1.0;
09.02.2022;10:30:00.000;145.974;1.0;
09.02.2022;11:00:00.000;143.098;1.0;
09.02.2022;11:30:00.000;137.126;1.0;
09.02.2022;12:00:00.000;135.297;1.0;
09.02.2022;12:30:00.000;137.861;1.0;
09.02.2022;13:00:00.000;139.299;1.0;
09.02.2022;13:30:00.000;137.317;1.0;
09.02.2022;14:00:00.000;144.339;1.0;
09.02.2022;14:30:00.000;138.118;1.0;
09.02.2022;15:00:00.000;148.165;1.0;
09.02.2022;15:30:00.000;143.477;1.0;
09.02.2022;16:00:00.000;142.016;1.0;
09.02.2022;16:30:00.000;145.021;1.0;
09.02.2022;17:00:00.000;146.556;1.0;
09.02.2022;17:30:00.000;151.391;1.0;
